File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13Q1_061__250m_16_days_NDVI_doy2020145000000_aid0001,_250m_16_days_NDVI,aid0001,2020-05-24,14025.0,0.0979,0.8762,"(0.0979,0.8762)",0.2309173,0.1667459,0.0278042,0.2482,0.4128,0.1445,0.0979,0.1384
MOD13Q1_061__250m_16_days_NDVI_doy2020161000000_aid0001,_250m_16_days_NDVI,aid0001,2020-06-09,14025.0,0.097,0.8427,"(0.097,0.8427)",0.2167639,0.1477106,0.0218184,0.2149,0.3315,0.143,0.097,0.1371
MOD13Q1_061__250m_16_days_NDVI_doy2020177000000_aid0001,_250m_16_days_NDVI,aid0001,2020-06-25,14025.0,0.0914,0.8968,"(0.0914,0.8968)",0.2325391,0.1792444,0.0321286,0.2221,0.3471,0.1443,0.0914,0.1386
MOD13Q1_061__250m_16_days_NDVI_doy2020193000000_aid0001,_250m_16_days_NDVI,aid0001,2020-07-11,14025.0,0.1009,0.8705,"(0.1009,0.8705)",0.2247328,0.1647833,0.0271535,0.2187,0.3401,0.143,0.1009,0.1375
MOD13Q1_061__250m_16_days_NDVI_doy2020209000000_aid0001,_250m_16_days_NDVI,aid0001,2020-07-27,14025.0,0.0883,0.8673,"(0.0883,0.8673)",0.2306579,0.1766694,0.0312121,0.2207,0.3459,0.1425,0.0883,0.1372
MOD13Q1_061__250m_16_days_NDVI_doy2020225000000_aid0001,_250m_16_days_NDVI,aid0001,2020-08-12,14025.0,0.0984,0.8819,"(0.0984,0.8819)",0.2319805,0.1758157,0.0309112,0.2289,0.3643,0.1449,0.0984,0.1386
MOD13Q1_061__250m_16_days_NDVI_doy2020241000000_aid0001,_250m_16_days_NDVI,aid0001,2020-08-28,14025.0,0.1044,0.8156,"(0.1044,0.8156)",0.2252195,0.1594716,0.0254312,0.2261,0.3564,0.1448,0.1044,0.1392
MOD13Q1_061__250m_16_days_NDVI_doy2021145000000_aid0001,_250m_16_days_NDVI,aid0001,2021-05-25,14025.0,0.1021,0.859,"(0.1021,0.859)",0.2239753,0.1611615,0.025973,0.2263,0.3617,0.1415,0.1021,0.1358
MOD13Q1_061__250m_16_days_NDVI_doy2021161000000_aid0001,_250m_16_days_NDVI,aid0001,2021-06-10,14025.0,0.1017,0.887,"(0.1017,0.887)",0.2211585,0.1680547,0.0282424,0.2042,0.3089,0.1397,0.1017,0.1344
MOD13Q1_061__250m_16_days_NDVI_doy2021177000000_aid0001,_250m_16_days_NDVI,aid0001,2021-06-26,14025.0,0.0978,0.8692,"(0.0978,0.8692)",0.2229769,0.1683895,0.028355,0.2103,0.3238,0.1397,0.0978,0.1346
MOD13Q1_061__250m_16_days_NDVI_doy2021193000000_aid0001,_250m_16_days_NDVI,aid0001,2021-07-12,14025.0,0.0978,0.8617,"(0.0978,0.8617)",0.2166419,0.1533301,0.0235101,0.2103,0.3234,0.1399,0.0978,0.1348
MOD13Q1_061__250m_16_days_NDVI_doy2021209000000_aid0001,_250m_16_days_NDVI,aid0001,2021-07-28,14025.0,0.1028,0.8605,"(0.1028,0.8605)",0.2286562,0.1634591,0.0267189,0.2372,0.3858,0.1442,0.1028,0.1381
MOD13Q1_061__250m_16_days_NDVI_doy2021225000000_aid0001,_250m_16_days_NDVI,aid0001,2021-08-13,14025.0,0.0946,0.872,"(0.0946,0.872)",0.2336919,0.176393,0.0311145,0.2457,0.4107,0.1414,0.0946,0.1357
MOD13Q1_061__250m_16_days_NDVI_doy2021241000000_aid0001,_250m_16_days_NDVI,aid0001,2021-08-29,14025.0,0.1034,0.8693,"(0.1034,0.8693)",0.2300671,0.1681093,0.0282607,0.2482,0.4175,0.1407,0.1034,0.1352
MOD13Q1_061__250m_16_days_NDVI_doy2022145000000_aid0001,_250m_16_days_NDVI,aid0001,2022-05-25,14025.0,0.0947,0.851,"(0.0947,0.851)",0.2122178,0.1403077,0.0196862,0.2255,0.3664,0.1406,0.0947,0.1315
MOD13Q1_061__250m_16_days_NDVI_doy2022161000000_aid0001,_250m_16_days_NDVI,aid0001,2022-06-10,14025.0,0.0944,0.8653,"(0.0944,0.8653)",0.2150357,0.1594502,0.0254244,0.2002,0.2995,0.1392,0.0944,0.1339
MOD13Q1_061__250m_16_days_NDVI_doy2022177000000_aid0001,_250m_16_days_NDVI,aid0001,2022-06-26,14025.0,0.0972,0.8878,"(0.0972,0.8878)",0.2188666,0.1668865,0.0278511,0.199,0.2948,0.1401,0.0972,0.135
MOD13Q1_061__250m_16_days_NDVI_doy2022193000000_aid0001,_250m_16_days_NDVI,aid0001,2022-07-12,14025.0,0.0979,0.8666,"(0.0979,0.8666)",0.2218708,0.1641498,0.0269452,0.2237,0.3587,0.139,0.0979,0.1337
MOD13Q1_061__250m_16_days_NDVI_doy2022209000000_aid0001,_250m_16_days_NDVI,aid0001,2022-07-28,14025.0,0.103,0.8187,"(0.103,0.8187)",0.2312569,0.1592848,0.0253717,0.2558,0.4329,0.144,0.103,0.1377
MOD13Q1_061__250m_16_days_NDVI_doy2022225000000_aid0001,_250m_16_days_NDVI,aid0001,2022-08-13,14025.0,0.0962,0.8752,"(0.0962,0.8752)",0.247056,0.1818784,0.0330797,0.2939,0.5289,0.1438,0.0962,0.1372
MOD13Q1_061__250m_16_days_NDVI_doy2022241000000_aid0001,_250m_16_days_NDVI,aid0001,2022-08-29,14025.0,0.1012,0.8116,"(0.1012,0.8116)",0.2462967,0.1757009,0.0308708,0.3026,0.5502,0.144,0.1012,0.1375
